Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
305814,tabportal,,2,0,2,2,0,2,0,0,0,0,5
305819,Nuria85rr,,2,0,2,2,0,2,0,0,0,0,6
305828,LauraGarJim,,2,0,2,2,0,2,0,0,0,0,6
305833,CristiGonzalez9,,2,0,2,2,0,2,0,0,0,0,5
305835,rocio_carmona_f,,2,0,2,2,0,2,0,0,0,0,6
305837,Maria17rr,,3,0,3,3,0,3,0,0,0,0,6
305840,Zorypr88,,2,0,2,2,0,2,0,0,0,0,6
305845,MiriamJuarezS,,3,0,3,3,0,3,0,0,0,0,6
305847,isabel5966,,3,0,3,3,0,3,0,0,0,0,6
305849,DanielGabaldon,,2,0,2,2,0,2,0,0,0,0,6
305850,CSDesi,,3,0,3,3,0,3,0,0,0,0,0
305859,jo_ma_sa_mo,,2,0,2,2,0,2,0,0,0,0,6
305866,ErBory,,2,0,2,2,0,2,0,0,0,0,6
305874,LGBSescuelaseg,,2,0,2,2,0,2,0,0,0,0,6
305875,papaenlasgabias,,2,0,2,2,0,2,0,0,0,0,6
305879,JoseBuendia,,2,0,2,2,0,2,0,0,0,0,6
305888,PassionChillout,,2,0,2,2,0,2,0,0,0,0,6
305890,terrazasima,,3,0,3,3,0,3,0,0,0,0,6
305891,leticiilla,,3,0,3,3,0,3,0,0,0,0,6
305893,miviajedefindec,,2,0,2,2,0,2,0,0,0,0,6
305894,AguadoAnahi,,2,0,2,2,0,2,0,0,0,0,6
305895,realidad001,,3,0,3,3,0,3,0,0,0,0,0
305900,granadaviva1,,3,0,3,3,0,3,0,0,0,0,0
305901,FestivalMusica4,,2,0,2,2,0,2,0,0,0,0,6
305905,beabtc,,2,0,2,2,0,2,0,0,0,0,6
305906,Kmygarc,,2,0,2,2,0,2,0,0,0,0,6
305911,ppalhendin,,2,0,2,2,0,2,0,0,0,0,6
305926,CEARtirolimpico,,3,0,3,3,0,3,0,0,0,0,6
305933,Belenalpe,,2,0,2,2,0,2,0,0,0,0,6
305937,choricilla21,,2,0,2,2,0,2,0,0,0,0,6
305950,logluci,,2,0,2,2,0,2,0,0,0,0,6
305966,sonia_qg,,2,0,2,2,0,2,0,0,0,0,6
305979,JLCaballero_,,3,0,3,3,0,3,0,0,0,0,2
305987,dandyxaqueta,,3,0,3,3,0,3,0,0,0,0,6
306005,Jaenenpositivo,,3,0,3,3,0,3,0,0,0,0,6
306011,ibesco_social,,2,0,2,2,0,2,0,0,0,0,6
306012,CursoLastMinute,,2,0,2,2,0,2,0,0,0,0,6
306014,Ana__Collado,,2,0,2,2,0,2,0,0,0,0,6
306015,espabilaaa,,2,0,2,2,0,2,0,0,0,0,6
306016,albrold91,,2,0,2,2,0,2,0,0,0,0,6
306023,ADSierraSurJaen,,2,0,2,2,0,2,0,0,0,0,6
306025,castillera88,,2,0,2,2,0,2,0,0,0,0,6
306027,FatimaPeinadoM,,2,0,2,2,0,2,0,0,0,0,6
306029,AdoriMolinaColl,,2,0,2,2,0,2,0,0,0,0,0
306036,Language4you,,3,0,3,3,0,3,0,0,0,0,6
306041,CICODEMelilla,,3,0,3,3,0,3,0,0,0,0,6
306043,LorenaRguez,,2,0,2,2,0,2,0,0,0,0,6
306075,LaMafiaMalaga,,2,0,2,2,0,2,0,0,0,0,6
306095,Rafalitter_II,,2,0,2,2,0,2,0,0,0,0,6
306101,Anaaccastillo,,2,0,2,2,0,2,0,0,0,0,6
306121,RoContreras_,,2,0,2,2,0,2,0,0,0,0,6
306122,UJAShare,,3,0,3,3,0,3,0,0,0,0,6
306123,miriadax,,3,0,3,3,0,3,0,0,0,0,6
306124,JovenesFuturo,,2,0,2,2,0,2,0,0,0,0,6
306128,enrollate,,3,0,3,3,0,3,0,0,0,0,6
306135,rrmoy,,2,0,2,2,0,2,0,0,0,0,6
306139,Tri16CC,,2,0,2,2,0,2,0,0,0,0,6
306142,RrKoke,,2,0,2,2,0,2,0,0,0,0,0
306149,lagarto_jaen,,2,0,2,2,0,2,0,0,0,0,6
306159,NandoNavarro7,,3,0,3,3,0,3,0,0,0,0,6
306179,luismivicente,,2,0,2,2,0,2,0,0,0,0,1
306181,XtinaAleja,,2,0,2,2,0,2,0,0,0,0,1
306207,Matarromera,,2,0,2,2,0,2,0,0,0,0,1
306208,oferton_es,,2,0,2,2,0,2,0,0,0,0,1
306209,ElectrOfertitas,,2,0,2,2,0,2,0,0,0,0,1
306220,andysetrok,,2,0,2,2,0,2,0,0,0,0,1
306226,BlkSails_STARZ,,2,0,2,2,0,2,0,0,0,0,1
306253,Pedromsantos75,,2,0,2,2,0,2,0,0,0,0,1
306273,martibueno,,2,0,2,2,0,2,0,0,0,0,0
306277,Mundo_Viaje,,2,0,2,2,0,2,0,0,0,0,0
306278,ViajesNG,,3,0,3,3,0,3,0,0,0,0,0
306283,FeelTheCityT,,3,0,3,3,0,3,0,0,0,0,0
306284,salvagamarra,,2,0,2,2,0,2,0,0,0,0,0
306285,PacoRuizMolina,,3,0,3,3,0,3,0,0,0,0,0
306290,hotelscomhelp,,3,0,3,3,0,3,0,0,0,0,0
306292,jiugortega,,2,0,2,2,0,2,0,0,0,0,0
306294,fontecruzhotels,,3,0,3,3,0,3,0,0,0,0,0
306326,PublicStores,,3,0,3,3,0,3,0,0,0,0,1
306328,eudoxusgr,,2,0,2,2,0,2,0,0,0,0,1
306329,ProcterGamble,,3,0,3,3,0,3,0,0,0,0,2
306337,claireholt,,3,0,3,3,0,3,0,0,0,0,2
306338,KatGraham,,3,0,3,3,0,3,0,0,0,0,2
306339,vampirediaries,,2,0,2,2,0,2,0,0,0,0,2
306340,ElArvanitakiOff,,2,0,2,2,0,2,0,0,0,0,2
306349,LauraNarjes,,2,0,2,2,0,2,0,0,0,0,2
306350,AmericanHybrid_,,2,0,2,2,0,2,0,0,0,0,2
306351,zach_roerig,,2,0,2,2,0,2,0,0,0,0,2
306352,stathisdrogosis,,2,0,2,2,0,2,0,0,0,0,1
306354,maraveyas,,2,0,2,2,0,2,0,0,0,0,1
306358,JennyTheona,,2,0,2,2,0,2,0,0,0,0,2
306360,mariettafafouti,,2,0,2,2,0,2,0,0,0,0,1
306361,OtherView_,,2,0,2,2,0,2,0,0,0,0,2
306362,TatiStefanidou,,2,0,2,2,0,2,0,0,0,0,2
306363,XFerentinos,,2,0,2,2,0,2,0,0,0,0,2
306364,AthinaOik,,2,0,2,2,0,2,0,0,0,0,2
306365,spirossoulis,,2,0,2,2,0,2,0,0,0,0,2
306367,loukasyorkas,,2,0,2,2,0,2,0,0,0,0,2
306368,alexkatsaiti,,2,0,2,2,0,2,0,0,0,0,2
306369,IsaiasMatiaba,,2,0,2,2,0,2,0,0,0,0,2
306370,STAN_Official,,2,0,2,2,0,2,0,0,0,0,2
306371,evanescence,,3,0,3,3,0,3,0,0,0,0,2
306377,ArgirisAggelou,,2,0,2,2,0,2,0,0,0,0,2
306378,Penelope_A,,2,0,2,2,0,2,0,0,0,0,2
306381,skaigr,,2,0,2,2,0,2,0,0,0,0,2
306382,NikosVourliotis,,2,0,2,2,0,2,0,0,0,0,2
306383,mairiboo,,2,0,2,2,0,2,0,0,0,0,2
306384,ItsKalomira,,2,0,2,2,0,2,0,0,0,0,2
306385,ManolidouE,,2,0,2,2,0,2,0,0,0,0,2
306387,mariabacodimou,,2,0,2,2,0,2,0,0,0,0,2
306388,NonoraM,,2,0,2,2,0,2,0,0,0,0,2
306391,lydiadinner,,2,0,2,2,0,2,0,0,0,0,2
306392,VickyKaya_,,2,0,2,2,0,2,0,0,0,0,2
306393,fayskorda,,2,0,2,2,0,2,0,0,0,0,2
306396,alexkavdas,,2,0,2,2,0,2,0,0,0,0,2
306397,ProSinnerz,,2,0,2,2,0,2,0,0,0,0,2
306400,ZETA_DOUKA,,2,0,2,2,0,2,0,0,0,0,2
306401,SerFotis,,2,0,2,2,0,2,0,0,0,0,2
306402,adalivitsanou,,2,0,2,2,0,2,0,0,0,0,2
306403,MyronasStratis,,2,0,2,2,0,2,0,0,0,0,2
306404,Tsalikisgiorgos,,2,0,2,2,0,2,0,0,0,0,2
306405,katerinazarifi,,2,0,2,2,0,2,0,0,0,0,2
306406,kpapoutsaki,,2,0,2,2,0,2,0,0,0,0,2
306408,sakisrouvas,,2,0,2,2,0,2,0,0,0,0,2
306409,SissyChristidou,,2,0,2,2,0,2,0,0,0,0,2
306410,Onirama_band,,2,0,2,2,0,2,0,0,0,0,2
306411,nataliagermanou,,2,0,2,2,0,2,0,0,0,0,2
306412,ElliKokkinou,,2,0,2,2,0,2,0,0,0,0,2
306429,ipca,,2,0,2,2,0,2,0,0,0,0,1
306432,lourencomedeiro,,3,0,3,3,0,3,0,0,0,0,1
306433,granadayalmeria,,2,0,2,2,0,2,0,0,0,0,6
306438,larazondepensar,,2,0,2,2,0,2,0,0,0,0,6
306448,28sep87,,3,0,3,3,0,3,0,0,0,0,6
306449,Alba_JimenezG,,2,0,2,2,0,2,0,0,0,0,6
306451,miriamsuarez3,,2,0,2,2,0,2,0,0,0,0,6
306455,adhhjjkkk,,2,0,2,2,0,2,0,0,0,0,6
306456,evocado3,,2,0,2,2,0,2,0,0,0,0,6
306461,agenciaocio,,3,0,3,3,0,3,0,0,0,0,6
306467,Drmole,,3,0,3,3,0,3,0,0,0,0,6
306468,ventiladormusic,,2,0,2,2,0,2,0,0,0,0,6
306471,sandiadoe,,2,0,2,2,0,2,0,0,0,0,6
306475,Ap82Raquel,,2,0,2,2,0,2,0,0,0,0,6
306487,eliruizcasado,,2,0,2,2,0,2,0,0,0,0,6
306510,154BEL,,2,0,2,2,0,2,0,0,0,0,6
306523,artifices2,,2,0,2,2,0,2,0,0,0,0,6
306541,OhqueFoto,,2,0,2,2,0,2,0,0,0,0,6
306546,Fran5Olmo,,2,0,2,2,0,2,0,0,0,0,6
306548,Antogali76,,2,0,2,2,0,2,0,0,0,0,6
306550,EsperanzaFG,,2,0,2,2,0,2,0,0,0,0,6
306554,MrPlaneador,,2,0,2,2,0,2,0,0,0,0,6
306558,crsamblas,,2,0,2,2,0,2,0,0,0,0,6
306559,melontajaenmano,,2,0,2,2,0,2,0,0,0,0,6
306567,So_Sol_,,2,0,2,2,0,2,0,0,0,0,6
306572,IwanDonka,,2,0,2,2,0,2,0,0,0,0,6
306585,s_tre_lla,,2,0,2,2,0,2,0,0,0,0,6
306591,Farfaan,,2,0,2,2,0,2,0,0,0,0,6
306599,jess_pozo,,2,0,2,2,0,2,0,0,0,0,6
306602,HotelLosNogales,,2,0,2,2,0,2,0,0,0,0,6
306609,monkeydoo_es,,2,0,2,2,0,2,0,0,0,0,6
306627,MJesus_lopez,,2,0,2,2,0,2,0,0,0,0,6
306633,RedMadreUni,,2,0,2,2,0,2,0,0,0,0,6
306634,anguita_beatriz,,3,0,3,3,0,3,0,0,0,0,6
306635,roxbox80,,3,0,3,3,0,3,0,0,0,0,6
306636,Ro_fes,,2,0,2,2,0,2,0,0,0,0,6
306638,jignaciosm,,3,0,3,3,0,3,0,0,0,0,6
306640,frutamerca,,2,0,2,2,0,2,0,0,0,0,6
306664,LittleRockGZ,,2,0,2,2,0,2,0,0,0,0,6
306668,TICEducaUGR,,3,0,3,3,0,3,0,0,0,0,6
306673,urbanroosters,,2,0,2,2,0,2,0,0,0,0,0
306676,NutricionconQ,,3,0,3,3,0,3,0,0,0,0,0
306684,capricornio_hn,,2,0,2,2,0,2,0,0,0,0,0
306689,DieteticaSin,,2,0,2,2,0,2,0,0,0,0,0
306694,virginut,,2,0,2,2,0,2,0,0,0,0,0
306696,aedninforma,,2,0,2,2,0,2,0,0,0,0,0
306697,ndp_salud,,3,0,3,3,0,3,0,0,0,0,0
306702,ParamountNetESP,,3,0,3,3,0,3,0,0,0,0,0
306704,EHFEURO,,2,0,2,2,0,2,0,0,0,0,0
306707,Macarena__90,,2,0,2,2,0,2,0,0,0,0,0
306712,PostureoAlmeria,,3,0,3,3,0,3,0,0,0,0,0
306714,AlmeriaEsDistin,,2,0,2,2,0,2,0,0,0,0,0
306719,Pikachumaniaco,,2,0,2,2,0,2,0,0,0,0,0
306720,NutritionDNS,,2,0,2,2,0,2,0,0,0,0,0
306726,marinaag10,,3,0,3,3,0,3,0,0,0,0,0
306727,belencandau8,,2,0,2,2,0,2,0,0,0,0,0
306732,mabel_porras,,2,0,2,2,0,2,0,0,0,0,0
306737,Lacorat,,2,0,2,2,0,2,0,0,0,0,0
306738,juanhafner,,2,0,2,2,0,2,0,0,0,0,0
306746,SrtaFelipe,,2,0,2,2,0,2,0,0,0,0,0
306753,nacex_,,2,0,2,2,0,2,0,0,0,0,4
306754,mrw_es,,2,0,2,2,0,2,0,0,0,0,4
306755,Quotes_Wilde,,2,0,2,2,0,2,0,0,0,0,5
306756,zohraidaG,,2,0,2,2,0,2,0,0,0,0,5
306757,SEUR,,2,0,2,2,0,2,0,0,0,0,0
306761,SevillaFaB,,2,0,2,2,0,2,0,0,0,0,5
306762,fisioterapiaUGR,,2,0,2,2,0,2,0,0,0,0,5
306764,VaqueroEH,,3,0,3,3,0,3,0,0,0,0,5
306765,cris_villanueva,,2,0,2,2,0,2,0,0,0,0,5
306766,_InakiLopez_,,3,0,3,3,0,3,0,0,0,0,5
306771,siricomemelos,,2,0,2,2,0,2,0,0,0,0,5
306773,EURO2020FR,,3,0,3,3,0,3,0,0,0,0,7
306775,fernandopriego,,2,0,2,2,0,2,0,0,0,0,5
306776,Veronica_DCS,,2,0,2,2,0,2,0,0,0,0,5
306778,lainus86,,2,0,2,2,0,2,0,0,0,0,5
306781,Guardiolato,,2,0,2,2,0,2,0,0,0,0,5
306788,EspoticaiOficia,,2,0,2,2,0,2,0,0,0,0,5
306793,FdzBocanegra,,2,0,2,2,0,2,0,0,0,0,5
306796,rojano_aurora,,2,0,2,2,0,2,0,0,0,0,5
306803,Guaschcope,,3,0,3,3,0,3,0,0,0,0,0
306805,ElultimomonoL6,,3,0,3,3,0,3,0,0,0,0,5
306811,AISSESinergia,,2,0,2,2,0,2,0,0,0,0,5
306812,Juanayaojeda,,2,0,2,2,0,2,0,0,0,0,5
306814,DuendeJosele,,2,0,2,2,0,2,0,0,0,0,5
306819,ElClubComedia,,3,0,3,3,0,3,0,0,0,0,4
306820,DaniRoviraInfo,,3,0,3,3,0,3,0,0,0,0,5
306831,FutbolMediaset,,3,0,3,3,0,3,0,0,0,0,5
306834,cantecademacao,,3,0,3,3,0,3,0,0,0,0,5
306836,DaniRoviraDice,,3,0,3,3,0,3,0,0,0,0,5
306839,pau,,2,0,2,2,0,2,0,0,0,0,5
306840,gemmacamachotv,,3,0,3,3,0,3,0,0,0,0,5
306844,SimpsonTwits,,3,0,3,3,0,3,0,0,0,0,5
306852,Manutrevi,,2,0,2,2,0,2,0,0,0,0,5
306853,VivasMarta,,2,0,2,2,0,2,0,0,0,0,5
306859,raquelortegamo,,2,0,2,2,0,2,0,0,0,0,5
306860,Pablo_rogo,,2,0,2,2,0,2,0,0,0,0,5
306862,Laprimerahora,,2,0,2,2,0,2,0,0,0,0,0
306863,lafmarta,,2,0,2,2,0,2,0,0,0,0,5
306868,ana_rujas,,2,0,2,2,0,2,0,0,0,0,5
306869,debateCS,,2,0,2,2,0,2,0,0,0,0,5
306871,El_Luisma1,,3,0,3,3,0,3,0,0,0,0,5
306873,NTCfans,,2,0,2,2,0,2,0,0,0,0,3
306874,serieToyBoy,,2,0,2,2,0,2,0,0,0,0,5
306875,Saravegaoficial,,2,0,2,2,0,2,0,0,0,0,5
306883,SeHaceSaber_TVE,,2,0,2,2,0,2,0,0,0,0,5
306886,letiarenas,,2,0,2,2,0,2,0,0,0,0,5
306893,ayneia,,3,0,3,3,0,3,0,0,0,0,4
306894,Yomeveocontigo,,2,0,2,2,0,2,0,0,0,0,5
306897,EduRM__,,2,0,2,2,0,2,0,0,0,0,5
306903,tonyreturns,,2,0,2,2,0,2,0,0,0,0,5
306912,EstiloDeVidaEs,,2,0,2,2,0,2,0,0,0,0,5
306913,tabernaglobal,,2,0,2,2,0,2,0,0,0,0,5
306919,JorgeUzo,,2,0,2,2,0,2,0,0,0,0,5
306922,LocutorEC,,3,0,3,3,0,3,0,0,0,0,5
306929,ArrabalChef,,3,0,3,3,0,3,0,0,0,0,0
306930,meresbala,,2,0,2,2,0,2,0,0,0,0,5
306935,333Nestor,,2,0,2,2,0,2,0,0,0,0,5
306937,NegociaCP,,2,0,2,2,0,2,0,0,0,0,5
306941,MiguelVazquez89,,3,0,3,3,0,3,0,0,0,0,5
306942,FPlandia,,2,0,2,2,0,2,0,0,0,0,5
306943,sergiolo93,,3,0,3,3,0,3,0,0,0,0,5
306954,abrelabocaweb,,3,0,3,3,0,3,0,0,0,0,6
306955,fisiose,,3,0,3,3,0,3,0,0,0,0,4
306956,elcuesta7,,2,0,2,2,0,2,0,0,0,0,5
306961,downronda,,2,0,2,2,0,2,0,0,0,0,5
306964,DaniaDebla,,2,0,2,2,0,2,0,0,0,0,5
306965,FisioIres,,2,0,2,2,0,2,0,0,0,0,5
306966,villovi_fisio,,2,0,2,2,0,2,0,0,0,0,4
306967,fisioWin,,2,0,2,2,0,2,0,0,0,0,5
306969,PericoPan,,2,0,2,2,0,2,0,0,0,0,5
306978,RobCruz05,,2,0,2,2,0,2,0,0,0,0,5
306983,FDF_tv,,3,0,3,3,0,3,0,0,0,0,0
306985,Rondaysuencanto,,2,0,2,2,0,2,0,0,0,0,5
306988,raisaaofficial,,2,0,2,2,0,2,0,0,0,0,5
306989,belenmaj,,2,0,2,2,0,2,0,0,0,0,5
306990,Posture0Andaluz,,3,0,3,3,0,3,0,0,0,0,6
306991,rondaahora,,2,0,2,2,0,2,0,0,0,0,0
306997,CienciasSalud,,3,0,3,3,0,3,0,0,0,0,5
307007,ocasofia,,2,0,2,2,0,2,0,0,0,0,0
307010,luciia_ah,,2,0,2,2,0,2,0,0,0,0,5
307011,ProtCivilRonda,,2,0,2,2,0,2,0,0,0,0,5
307013,Fdetere,,2,0,2,2,0,2,0,0,0,0,5
307020,DaniBeefeater,,2,0,2,2,0,2,0,0,0,0,6
307021,Puercoespanda,,2,0,2,2,0,2,0,0,0,0,5
307022,2biibii,,2,0,2,2,0,2,0,0,0,0,2
307023,jessicaom17,,2,0,2,2,0,2,0,0,0,0,5
307032,jesusredhot,,2,0,2,2,0,2,0,0,0,0,6
307034,SenatorHR,,3,0,3,3,0,3,0,0,0,0,5
307035,vendotractor,,2,0,2,2,0,2,0,0,0,0,5
307036,hematocritico,,3,0,3,3,0,3,0,0,0,0,0
307040,losandalucesson,,2,0,2,2,0,2,0,0,0,0,0
307044,TWITSCHISTE,,2,0,2,2,0,2,0,0,0,0,5
307045,MisterBombillo,,3,0,3,3,0,3,0,0,0,0,5
307048,Clenemte_,,3,0,3,3,0,3,0,0,0,0,6
307052,LttMmi,,3,0,3,3,0,3,0,0,0,0,5
307055,Maria_Villalon,,3,0,3,3,0,3,0,0,0,0,0
307057,COFISCanarias,,2,0,2,2,0,2,0,0,0,0,5
307071,JuanRamonFisio,,2,0,2,2,0,2,0,0,0,0,0
307077,BICHILLOVERDE,,2,0,2,2,0,2,0,0,0,0,5
307079,DiosDelFutbolin,,2,0,2,2,0,2,0,0,0,0,5
307083,FisioAso,,2,0,2,2,0,2,0,0,0,0,0
307084,eltatuado,,2,0,2,2,0,2,0,0,0,0,0
307086,Salvador_Raya,,2,0,2,2,0,2,0,0,0,0,5
307087,PENSAD0RES,,2,0,2,2,0,2,0,0,0,0,6
307088,AidaHC3,,2,0,2,2,0,2,0,0,0,0,5
307089,JLGalindoRonda,,2,0,2,2,0,2,0,0,0,0,5
307091,LaDuquesaDeAlba,,2,0,2,2,0,2,0,0,0,0,5
307103,ReyJuanCarlosI,,2,0,2,2,0,2,0,0,0,0,5
307104,RondaEnfurecida,,2,0,2,2,0,2,0,0,0,0,5
307106,ManoloLama_Cope,,2,0,2,2,0,2,0,0,0,0,1
307107,Sr_WhatsApp,,2,0,2,2,0,2,0,0,0,0,5
307108,gasbutano,,3,0,3,3,0,3,0,0,0,0,5
307109,AndaluciCronica,,2,0,2,2,0,2,0,0,0,0,5
307112,JoaquinErPisha,,2,0,2,2,0,2,0,0,0,0,5
307116,umaenfurecida,,2,0,2,2,0,2,0,0,0,0,5
307126,SalvadorRaya,,3,0,3,3,0,3,0,0,0,0,6
307127,FisiotGlobal,,2,0,2,2,0,2,0,0,0,0,0
307129,quiero_cuidarme,,2,0,2,2,0,2,0,0,0,0,4
307133,RectorUGR,,3,0,3,3,0,3,0,0,0,0,6
307134,masbiosalud,,2,0,2,2,0,2,0,0,0,0,5
307135,__Guasch__,,2,0,2,2,0,2,0,0,0,0,5
307141,victorcabra_91,,2,0,2,2,0,2,0,0,0,0,5
307146,Policianacional,,2,0,2,2,0,2,0,0,0,0,5
307147,tvtuit_112,,2,0,2,2,0,2,0,0,0,0,5
307148,DonaSangreEs,,3,0,3,3,0,3,0,0,0,0,5
307149,Canoegea,,2,0,2,2,0,2,0,0,0,0,0
307153,jmacostapaul,,2,0,2,2,0,2,0,0,0,0,5
307158,juanjordanortiz,,2,0,2,2,0,2,0,0,0,0,0
307160,hermanomayortv,,2,0,2,2,0,2,0,0,0,0,4
307166,PacoMontenegro,,2,0,2,2,0,2,0,0,0,0,5
307177,MRR00791,,2,0,2,2,0,2,0,0,0,0,5
307181,serdirecto,,2,0,2,2,0,2,0,0,0,0,5
307182,lagranjugadacsr,,2,0,2,2,0,2,0,0,0,0,5
307185,OhEmprendedor,,3,0,3,3,0,3,0,0,0,0,5
307186,rondasemanal,,2,0,2,2,0,2,0,0,0,0,4
307188,Alberto2G,,2,0,2,2,0,2,0,0,0,0,5
307189,solocomedia,,3,0,3,3,0,3,0,0,0,0,6
307198,GiselleCalderon,,2,0,2,2,0,2,0,0,0,0,5
307207,Ismael_Beiro,,2,0,2,2,0,2,0,0,0,0,5
307208,univadis_es,,2,0,2,2,0,2,0,0,0,0,6
307209,LeoHarlem,,3,0,3,3,0,3,0,0,0,0,5
307212,oscarpereiro,,2,0,2,2,0,2,0,0,0,0,5
307215,lululuku23,,2,0,2,2,0,2,0,0,0,0,5
307216,tere_orce,,2,0,2,2,0,2,0,0,0,0,6
307217,cursosfisioter,,2,0,2,2,0,2,0,0,0,0,0
307219,BlancaMR93,,2,0,2,2,0,2,0,0,0,0,5
307220,chiquitocalzada,,2,0,2,2,0,2,0,0,0,0,5
307226,Rosito_lidlt,,2,0,2,2,0,2,0,0,0,0,5
307231,marquesenrique,,2,0,2,2,0,2,0,0,0,0,5
307235,rondawebsite,,2,0,2,2,0,2,0,0,0,0,5
307239,CrisREscudero,,2,0,2,2,0,2,0,0,0,0,5
307241,tribunaldelbuho,,2,0,2,2,0,2,0,0,0,0,5
307243,AnaPBuenoC,,2,0,2,2,0,2,0,0,0,0,5
307245,Maria230,,2,0,2,2,0,2,0,0,0,0,5
307246,PatriRguez5,,2,0,2,2,0,2,0,0,0,0,5
307250,GoodNewsEspanol,,3,0,3,3,0,3,0,0,0,0,5
307255,aresteixido,,3,0,3,3,0,3,0,0,0,0,5
307264,Deportescope_es,,2,0,2,2,0,2,0,0,0,0,6
307268,InakiUrrutia,,3,0,3,3,0,3,0,0,0,0,5
307269,Ricardo_DeLaPaz,,2,0,2,2,0,2,0,0,0,0,0
307280,Jjocana,,2,0,2,2,0,2,0,0,0,0,0
307282,Irene_gc92,,2,0,2,2,0,2,0,0,0,0,5
307287,mariadv9,,2,0,2,2,0,2,0,0,0,0,5
307291,antena3_,,2,0,2,2,0,2,0,0,0,0,0
307293,Terribiliz,,2,0,2,2,0,2,0,0,0,0,5
307299,Dieguisz,,2,0,2,2,0,2,0,0,0,0,5
307300,MiguelASanchz,,2,0,2,2,0,2,0,0,0,0,5
307304,Barea21,,2,0,2,2,0,2,0,0,0,0,5
307305,marta__cc,,2,0,2,2,0,2,0,0,0,0,5
307311,David74Sanchez,,2,0,2,2,0,2,0,0,0,0,5
307312,Palomero14,,3,0,3,3,0,3,0,0,0,0,0
307313,Felisuco_,,3,0,3,3,0,3,0,0,0,0,5
307314,AGUSTIJIMENEZ,,3,0,3,3,0,3,0,0,0,0,5
307315,josjaviersantos,,3,0,3,3,0,3,0,0,0,0,5
307316,JosAntonioRosa,,2,0,2,2,0,2,0,0,0,0,5
307318,laligaennumeros,,2,0,2,2,0,2,0,0,0,0,5
307319,TJChampionsCope,,2,0,2,2,0,2,0,0,0,0,5
307320,Flipytwit,,2,0,2,2,0,2,0,0,0,0,5
307321,jheviam,,2,0,2,2,0,2,0,0,0,0,5
307322,Menottinto,,2,0,2,2,0,2,0,0,0,0,5
307323,FantasyLaLiga,,2,0,2,2,0,2,0,0,0,0,5
307324,ferevangelio,,2,0,2,2,0,2,0,0,0,0,0
307325,pedritonumeros,,3,0,3,3,0,3,0,0,0,0,5
307330,yelow_ES,,2,0,2,2,0,2,0,0,0,0,6
307336,RevistaRITMO,,2,0,2,2,0,2,0,0,0,0,6
307344,LAPROVINCIAL52,,2,0,2,2,0,2,0,0,0,0,6
307346,lastomasas,,3,0,3,3,0,3,0,0,0,0,6
307351,bipdrive,,2,0,2,2,0,2,0,0,0,0,6
307362,Maroush,,2,0,2,2,0,2,0,0,0,0,6
307369,PNUD_Mexico,,3,0,3,3,0,3,0,0,0,0,6
307370,iForex_com,,2,0,2,2,0,2,0,0,0,0,6
307380,encarniSER,,2,0,2,2,0,2,0,0,0,0,6
307382,EcoChiru,,2,0,2,2,0,2,0,0,0,0,6
307383,SolMar_16,,2,0,2,2,0,2,0,0,0,0,6
307386,borjaechevarria,,2,0,2,2,0,2,0,0,0,0,6
307388,SushiAlmeria,,2,0,2,2,0,2,0,0,0,0,6
307400,RESTAURANTEBOHE,,4,0,4,4,0,4,0,0,0,0,6
307408,CustomHome_es,,2,0,2,2,0,2,0,0,0,0,6
307411,bogota_emprende,,2,0,2,2,0,2,0,0,0,0,6
307413,BossMenOficial,,3,0,3,3,0,3,0,0,0,0,6
307414,AP_Noticias,,3,0,3,3,0,3,0,0,0,0,6
307415,GCVA_Mcr,,2,0,2,2,0,2,0,0,0,0,0
307416,JuanCala_16,,3,0,3,3,0,3,0,0,0,0,6
307417,RUBENPEREZ_4,,3,0,3,3,0,3,0,0,0,0,6
307418,e_fascinante,,2,0,2,2,0,2,0,0,0,0,6
307424,maria_chi,,2,0,2,2,0,2,0,0,0,0,5
307431,DespegarMx,,3,0,3,3,0,3,0,0,0,0,7
307432,nomadasrne,,2,0,2,2,0,2,0,0,0,0,7
307435,futurobloguero,,3,0,3,3,0,3,0,0,0,0,7
307437,belfergue,,2,0,2,2,0,2,0,0,0,0,7
307439,xavier_martin,,2,0,2,2,0,2,0,0,0,0,7
307441,Carlodelaflor,,3,0,3,3,0,3,0,0,0,0,4
307442,ununiversomejor,,3,0,3,3,0,3,0,0,0,0,7
307443,dosmanzanas,,2,0,2,2,0,2,0,0,0,0,1
307445,paraelespiritu,,2,0,2,2,0,2,0,0,0,0,7
307446,ElParon_,,2,0,2,2,0,2,0,0,0,0,7
307450,travelnewsCND,,3,0,3,3,0,3,0,0,0,0,7
307457,revistgranhotel,,2,0,2,2,0,2,0,0,0,0,7
307469,axelfriendly,,2,0,2,2,0,2,0,0,0,0,7
307470,HotelsCombined,,2,0,2,2,0,2,0,0,0,0,7
307472,IberostarPT,,2,0,2,2,0,2,0,0,0,0,7
307474,RixosHotels,,2,0,2,2,0,2,0,0,0,0,7
307477,Accor,,2,0,2,2,0,2,0,0,0,0,7
307479,Marriott,,3,0,3,3,0,3,0,0,0,0,7
307480,ACHotels,,2,0,2,2,0,2,0,0,0,0,7
